name,pic_url,birth_year,season,team,AVG,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,SLG,OBP
김재박,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82116.jpg,1954,1982,MBC,0,3,13,0,0,0,0,0,0,0,0,0,3,0,0
김재박,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82116.jpg,1954,1983,MBC,0.29,97,373,53,108,22,2,5,46,34,12,42,23,0.399,0.376
김재박,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82116.jpg,1954,1984,MBC,0.3,91,343,53,103,11,5,7,37,26,11,36,33,0.423,0.375
김재박,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82116.jpg,1954,1985,MBC,0.313,100,377,54,118,15,3,3,36,50,17,39,29,0.393,0.385
김재박,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82116.jpg,1954,1986,MBC,0.264,102,386,67,102,18,4,4,43,38,14,36,36,0.363,0.336
김재박,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82116.jpg,1954,1987,MBC,0.283,100,399,53,113,23,5,1,24,33,18,39,26,0.373,0.354
김재박,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82116.jpg,1954,1988,MBC,0.267,99,409,49,109,18,1,2,26,25,12,28,23,0.33,0.313
김재박,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82116.jpg,1954,1989,MBC,0.286,101,357,64,102,8,2,3,27,39,14,53,33,0.345,0.38
김재박,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82116.jpg,1954,1990,LG,0.239,109,381,49,91,9,2,2,45,14,9,36,24,0.289,0.306
김재박,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82116.jpg,1954,1991,LG,0.263,82,247,34,65,13,2,0,18,15,7,28,23,0.332,0.343
김재박,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82116.jpg,1954,1992,태평양,0.221,82,276,36,61,11,0,1,19,10,5,27,26,0.272,0.299
이광은,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82121.jpg,1955,1982,MBC,0.313,63,243,46,76,16,3,5,36,17,6,12,16,0.465,0.363
이광은,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82121.jpg,1955,1983,MBC,0.271,93,329,45,89,12,4,8,36,17,6,24,29,0.404,0.335
이광은,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82121.jpg,1955,1984,MBC,0.288,99,378,53,109,19,3,18,68,7,7,28,51,0.497,0.342
이광은,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82121.jpg,1955,1985,MBC,0.279,87,326,38,91,11,3,6,39,20,8,24,42,0.387,0.336
이광은,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82121.jpg,1955,1986,MBC,0.304,107,408,59,124,21,3,15,60,20,8,48,53,0.48,0.379
이광은,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82121.jpg,1955,1987,MBC,0.298,108,410,66,122,21,2,14,74,8,7,35,40,0.461,0.362
이광은,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82121.jpg,1955,1988,MBC,0.279,67,247,35,69,9,1,7,28,1,5,23,13,0.409,0.348
이광은,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82121.jpg,1955,1989,MBC,0.234,87,273,40,64,11,5,4,47,12,5,35,17,0.355,0.325
이광은,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82121.jpg,1955,1990,LG,0.286,102,336,55,96,13,2,8,44,11,2,43,30,0.408,0.375
이광은,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82121.jpg,1955,1991,LG,0.271,109,329,38,89,16,0,5,41,6,6,39,23,0.365,0.354
이길환,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82122.jpg,1959,1990,태평양,0.5,1,2,0,1,0,0,0,0,0,0,0,1,0.5,0.5
정영기,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82153.jpg,1956,1982,MBC,0.228,74,246,27,56,5,1,1,23,6,6,21,32,0.268,0.288
정영기,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82153.jpg,1956,1983,롯데,0.155,57,116,9,18,6,0,1,7,1,1,4,12,0.233,0.183
정영기,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82153.jpg,1956,1984,롯데,0.271,94,321,30,87,9,1,1,28,5,4,20,28,0.315,0.322
정영기,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82153.jpg,1956,1985,롯데,0.304,92,280,22,85,11,1,1,24,3,1,17,31,0.361,0.348
정영기,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82153.jpg,1956,1986,롯데,0.208,90,212,17,44,3,2,1,11,3,0,13,28,0.255,0.26
정영기,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82153.jpg,1956,1987,롯데,0.28,97,286,25,80,7,1,0,22,4,2,23,21,0.311,0.335
정영기,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82153.jpg,1956,1988,롯데,0.233,72,159,15,37,5,1,0,15,0,2,13,14,0.277,0.293
정영기,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82153.jpg,1956,1989,태평양,0.204,79,186,17,38,4,3,3,21,1,2,17,20,0.306,0.268
정영기,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82153.jpg,1956,1990,태평양,0.172,88,157,10,27,7,0,0,11,2,3,16,25,0.217,0.246
차준섭,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82156.jpg,1956,1984,MBC,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
신언호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82173.jpg,1955,1982,MBC,0.24,76,229,30,55,14,1,3,26,10,5,22,26,0.349,0.315
신언호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82173.jpg,1955,1983,MBC,0.27,83,256,28,69,15,2,5,33,3,3,11,32,0.402,0.3
신언호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82173.jpg,1955,1984,MBC,0.238,100,336,24,80,13,0,2,29,5,3,28,30,0.295,0.312
신언호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82173.jpg,1955,1985,MBC,0.226,107,371,23,84,11,0,1,28,6,6,16,36,0.264,0.262
신언호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82173.jpg,1955,1986,MBC,0.294,46,68,7,20,4,2,0,9,1,2,7,5,0.412,0.351
신언호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82173.jpg,1955,1987,MBC,0.25,90,232,20,58,6,3,1,15,4,3,15,15,0.315,0.294
신언호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82173.jpg,1955,1988,MBC,0.248,96,331,30,82,7,2,4,40,7,8,25,37,0.317,0.298
신언호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82173.jpg,1955,1989,MBC,0.202,53,94,9,19,3,0,1,12,5,1,6,12,0.266,0.243
신언호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82173.jpg,1955,1990,LG,0.208,77,96,12,20,4,2,1,19,1,2,9,12,0.323,0.266
유승안,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82174.jpg,1956,1982,MBC,0.254,56,142,23,36,5,0,9,29,2,4,21,29,0.479,0.35
유승안,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82174.jpg,1956,1983,MBC,0.236,65,140,8,33,3,0,1,10,2,2,17,26,0.279,0.318
유승안,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82174.jpg,1956,1984,해태,0.263,41,118,13,31,9,0,5,21,2,0,23,26,0.466,0.387
유승안,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82174.jpg,1956,1985,해태,0.272,63,151,20,41,6,0,8,18,0,1,14,28,0.47,0.333
유승안,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82174.jpg,1956,1986,빙그레,0.238,79,256,24,61,5,0,7,23,2,3,29,57,0.34,0.321
유승안,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82174.jpg,1956,1987,빙그레,0.308,97,328,30,101,15,1,12,58,1,6,23,36,0.47,0.351
유승안,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82174.jpg,1956,1988,빙그레,0.263,103,297,42,78,14,2,15,55,3,2,46,49,0.475,0.358
유승안,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82174.jpg,1956,1989,빙그레,0.281,115,370,46,104,15,0,21,85,0,4,50,71,0.492,0.363
유승안,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82174.jpg,1956,1990,빙그레,0.256,110,293,29,75,12,0,14,54,3,0,36,64,0.44,0.336
유승안,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82174.jpg,1956,1991,빙그레,0.17,58,94,3,16,1,0,0,5,0,0,5,25,0.181,0.212
유종겸,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82175.jpg,1956,1987,MBC,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
김광수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82210.jpg,1959,1982,OB,0.272,48,103,10,28,2,0,1,14,6,3,11,8,0.32,0.359
김광수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82210.jpg,1959,1983,OB,0.223,84,233,17,52,7,2,1,23,2,3,14,20,0.283,0.276
김광수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82210.jpg,1959,1984,OB,0.265,100,325,38,86,18,2,2,21,23,13,27,25,0.351,0.334
김광수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82210.jpg,1959,1985,OB,0.255,105,384,57,98,17,0,9,40,13,12,44,40,0.37,0.343
김광수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82210.jpg,1959,1986,OB,0.248,78,274,39,68,7,3,0,25,10,10,37,21,0.296,0.35
김광수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82210.jpg,1959,1987,OB,0.243,104,382,52,93,12,0,1,41,22,11,54,29,0.283,0.343
김광수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82210.jpg,1959,1988,OB,0.262,108,397,63,104,20,1,6,40,26,4,48,33,0.363,0.344
김광수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82210.jpg,1959,1989,OB,0.22,98,309,30,68,6,3,1,25,16,9,43,10,0.269,0.326
김광수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82210.jpg,1959,1990,OB,0.266,112,380,47,101,11,1,4,30,14,12,48,30,0.332,0.351
김광수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82210.jpg,1959,1991,OB,0.226,126,430,53,97,9,0,1,30,50,22,43,32,0.253,0.3
김광수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82210.jpg,1959,1992,OB,0.268,83,239,28,64,6,1,1,17,8,2,24,19,0.314,0.342
김경문,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82211.jpg,1958,1982,OB,0.217,51,106,10,23,4,0,0,6,2,4,7,7,0.255,0.265
김경문,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82211.jpg,1958,1983,OB,0.207,64,116,14,24,4,1,2,12,2,0,8,14,0.31,0.281
김경문,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82211.jpg,1958,1984,OB,0.24,36,96,8,23,6,0,0,5,5,2,8,11,0.302,0.305
김경문,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82211.jpg,1958,1985,OB,0.19,57,79,7,15,3,0,0,3,1,3,10,5,0.228,0.304
김경문,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82211.jpg,1958,1986,OB,0.183,86,180,10,33,6,1,0,11,0,3,10,19,0.228,0.233
김경문,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82211.jpg,1958,1987,OB,0.263,94,228,22,60,4,0,2,26,2,4,16,25,0.307,0.325
김경문,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82211.jpg,1958,1988,OB,0.261,98,257,19,67,14,0,1,26,2,1,7,18,0.327,0.288
김경문,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82211.jpg,1958,1989,OB,0.211,97,227,19,48,9,0,0,22,2,0,14,27,0.251,0.259
김경문,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82211.jpg,1958,1990,태평양,0.231,63,91,3,21,5,0,0,9,0,2,6,9,0.286,0.276
김경문,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82211.jpg,1958,1991,OB,0.133,57,113,8,15,4,0,1,6,1,0,3,15,0.195,0.162
박철순,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82234.jpg,1956,1996,OB,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
구재서,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82243.jpg,1963,1982,OB,0.333,34,3,10,1,0,0,0,0,1,1,0,0,0.333,0.333
구재서,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82243.jpg,1963,1983,OB,0,52,8,14,0,0,0,0,0,3,2,1,2,0,0.111
구재서,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82243.jpg,1963,1984,OB,0.143,75,7,22,1,1,0,0,2,1,3,1,2,0.286,0.333
구재서,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82243.jpg,1963,1985,OB,0.222,72,9,12,2,0,0,0,0,5,1,0,0,0.222,0.222
구재서,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82243.jpg,1963,1988,OB,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0
구재서,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82243.jpg,1963,1989,OB,0,8,1,3,0,0,0,0,0,0,0,0,1,0,0
구천서,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82273.jpg,1963,1982,OB,0.308,77,266,45,82,11,5,3,25,9,5,35,32,0.421,0.405
구천서,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82273.jpg,1963,1983,OB,0.279,67,219,39,61,8,4,4,27,4,3,21,36,0.406,0.363
구천서,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82273.jpg,1963,1984,OB,0.229,81,240,21,55,9,0,1,23,15,7,31,38,0.279,0.327
구천서,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82273.jpg,1963,1985,OB,0.235,94,264,35,62,9,0,2,21,17,5,42,41,0.292,0.357
구천서,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82273.jpg,1963,1986,OB,0.205,54,78,11,16,1,1,1,6,0,3,10,16,0.282,0.301
구천서,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82273.jpg,1963,1987,OB,0.218,95,156,16,34,2,0,2,18,4,2,14,28,0.269,0.279
구천서,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82273.jpg,1963,1988,OB,0.221,73,113,31,25,2,0,3,12,5,2,27,28,0.319,0.371
구천서,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82273.jpg,1963,1989,OB,0.226,63,106,11,24,7,0,0,10,4,3,16,24,0.292,0.333
구천서,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82273.jpg,1963,1990,OB,0.289,36,76,9,22,4,1,1,9,4,0,9,11,0.408,0.379
구천서,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82273.jpg,1963,1991,OB,0.201,90,154,16,31,4,3,1,8,3,2,16,32,0.286,0.281
구천서,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82273.jpg,1963,1992,OB,0.23,98,187,31,43,4,2,4,18,9,4,22,43,0.337,0.308
구천서,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82273.jpg,1963,1993,OB,0,12,5,4,0,0,0,0,0,1,1,2,1,0,0.286
신경식,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82275.jpg,1961,1982,OB,0.334,78,293,40,98,21,3,4,54,14,8,20,17,0.468,0.383
신경식,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82275.jpg,1961,1983,OB,0.268,100,377,47,101,15,1,5,50,9,7,31,38,0.353,0.335
신경식,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82275.jpg,1961,1984,OB,0.231,31,91,15,21,5,0,1,12,3,1,13,4,0.319,0.327
신경식,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82275.jpg,1961,1985,OB,0.28,110,404,54,113,23,4,8,58,16,3,40,44,0.416,0.353
신경식,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82275.jpg,1961,1986,OB,0.271,106,380,37,103,15,5,1,34,6,8,34,27,0.345,0.333
신경식,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82275.jpg,1961,1987,OB,0.269,102,349,39,94,8,6,3,39,5,2,23,20,0.352,0.318
신경식,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82275.jpg,1961,1988,OB,0.288,107,378,41,109,12,3,4,38,12,2,25,18,0.368,0.333
신경식,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82275.jpg,1961,1989,OB,0.275,118,422,55,116,25,6,8,57,25,8,32,36,0.419,0.338
신경식,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82275.jpg,1961,1990,OB,0.255,117,385,38,98,21,2,5,42,14,7,33,30,0.358,0.314
신경식,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82275.jpg,1961,1991,삼성,0.309,126,460,71,142,15,3,7,56,20,15,49,34,0.4,0.38
신경식,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82275.jpg,1961,1992,삼성,0.267,117,423,61,113,15,2,3,41,17,9,37,33,0.333,0.328
신경식,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82275.jpg,1961,1993,쌍방울,0.275,119,418,35,115,18,2,5,49,12,7,33,32,0.364,0.335
신경식,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82275.jpg,1961,1994,쌍방울,0.22,94,227,23,50,14,1,2,26,2,0,10,13,0.317,0.249
신경식,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82275.jpg,1961,1995,쌍방울,0.209,41,43,3,9,1,0,0,3,0,0,4,1,0.233,0.286
양세종,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82276.jpg,1958,1982,OB,0.269,76,301,38,81,13,1,7,37,12,13,27,17,0.389,0.333
양세종,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82276.jpg,1958,1983,OB,0.276,59,145,13,40,6,0,4,18,1,1,6,16,0.4,0.318
양세종,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82276.jpg,1958,1984,OB,0.301,92,299,36,90,16,4,6,47,8,6,28,27,0.441,0.369
양세종,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82276.jpg,1958,1987,OB,0.206,69,165,11,34,4,1,1,18,1,1,8,22,0.261,0.241
양세종,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82276.jpg,1958,1988,OB,0.293,87,273,29,80,15,4,4,43,6,3,13,25,0.421,0.334
양세종,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82276.jpg,1958,1989,OB,0.257,85,253,34,65,9,1,4,29,7,5,23,42,0.348,0.319
양세종,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82276.jpg,1958,1990,OB,0.241,24,54,5,13,1,0,1,7,1,3,9,8,0.315,0.354
조범현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82279.jpg,1960,1982,OB,0.271,49,118,12,32,7,2,2,9,2,2,6,22,0.415,0.306
조범현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82279.jpg,1960,1983,OB,0.174,42,69,3,12,3,0,0,7,0,2,7,16,0.217,0.25
조범현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82279.jpg,1960,1984,OB,0.194,77,175,16,34,7,2,3,18,4,5,14,40,0.309,0.254
조범현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82279.jpg,1960,1985,OB,0.238,87,239,30,57,9,0,3,33,4,4,13,23,0.314,0.283
조범현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82279.jpg,1960,1986,OB,0.169,41,65,8,11,1,1,1,6,3,1,3,6,0.262,0.206
조범현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82279.jpg,1960,1987,OB,0.15,49,80,3,12,2,0,0,6,1,0,2,12,0.175,0.171
조범현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82279.jpg,1960,1988,OB,0.194,59,72,4,14,0,0,0,3,0,0,2,12,0.194,0.213
조범현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82279.jpg,1960,1989,OB,0.163,55,86,6,14,3,0,1,5,1,0,6,11,0.233,0.215
조범현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82279.jpg,1960,1990,OB,0.137,84,102,8,14,2,0,0,6,0,1,7,19,0.157,0.2
조범현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82279.jpg,1960,1991,삼성,0.262,51,61,11,16,3,0,1,10,0,0,3,12,0.361,0.297
조범현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82279.jpg,1960,1992,삼성,0.125,26,24,2,3,1,0,1,4,0,0,1,6,0.292,0.16
김진철,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82318.jpg,1958,1982,삼미,0.13,30,46,3,6,1,1,0,4,0,2,3,12,0.196,0.2
양승관,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82374.jpg,1959,1982,삼미,0.269,72,242,32,65,6,1,8,40,3,4,20,46,0.401,0.332
양승관,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82374.jpg,1959,1983,삼미,0.302,85,278,41,84,15,2,9,30,0,2,24,36,0.468,0.366
양승관,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82374.jpg,1959,1984,삼미,0.289,36,135,14,39,13,1,2,17,1,0,9,13,0.444,0.338
양승관,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82374.jpg,1959,1985,청보,0.21,73,243,17,51,12,2,5,32,0,4,16,35,0.337,0.262
양승관,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82374.jpg,1959,1986,청보,0.205,93,303,29,62,17,0,7,26,3,6,17,57,0.33,0.251
양승관,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82374.jpg,1959,1987,청보,0.213,33,75,11,16,1,0,0,5,7,0,8,9,0.227,0.298
양승관,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82374.jpg,1959,1989,태평양,0.1,18,20,0,2,0,0,0,2,0,1,2,2,0.1,0.182
양승관,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82374.jpg,1959,1990,LG,0.289,36,38,6,11,2,0,0,3,0,2,3,4,0.342,0.341
김한근,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82410.jpg,1955,1982,삼성,0.266,63,192,33,51,13,1,5,28,4,3,24,27,0.422,0.353
김한근,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82410.jpg,1955,1983,삼성,0.283,71,223,30,63,11,1,4,16,4,2,16,25,0.395,0.339
김한근,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82410.jpg,1955,1984,삼성,0.208,59,125,11,26,8,0,0,10,1,3,9,20,0.272,0.277
김한근,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82410.jpg,1955,1985,삼성,0.308,13,13,0,4,2,0,0,1,0,1,3,1,0.462,0.471
김한근,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82410.jpg,1955,1986,빙그레,0.199,75,216,15,43,7,2,4,19,1,1,22,22,0.306,0.281
김한근,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82410.jpg,1955,1987,빙그레,0.2,34,55,5,11,1,0,2,7,0,1,4,11,0.327,0.267
김한근,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82410.jpg,1955,1988,빙그레,0.296,82,199,20,59,10,0,5,30,2,3,17,16,0.422,0.353
김한근,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82410.jpg,1955,1989,태평양,0.277,93,166,20,46,7,0,3,21,3,4,28,30,0.373,0.387
김한근,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82410.jpg,1955,1990,태평양,0.266,85,192,19,51,9,1,3,25,2,3,21,39,0.37,0.336
이만수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82420.jpg,1958,1982,삼성,0.289,77,270,46,78,16,1,13,51,6,3,46,27,0.5,0.4
이만수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82420.jpg,1958,1983,삼성,0.294,98,357,53,105,12,0,27,73,0,3,41,51,0.555,0.379
