name,pic_url,birth,season,team,AVG,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,SLG,OBP
김성윤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67449.jpg,1999,2017,삼성,0.083,22,12,3,1,0,0,1,2,0,0,2,7,0.333,0.214
김성윤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67449.jpg,1999,2018,삼성,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0
김성윤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67449.jpg,1999,2020,삼성,0.286,9,7,1,2,1,0,0,0,0,0,1,1,0.429,0.444
김성윤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67449.jpg,1999,2021,삼성,0.167,30,18,7,3,0,0,0,2,0,1,0,5,0.167,0.158
김성윤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67449.jpg,1999,2022,삼성,0.19,48,42,14,8,3,0,1,2,10,2,5,10,0.333,0.292
김성윤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67449.jpg,1999,2023,삼성,0.314,101,245,40,77,4,6,2,28,20,4,14,35,0.404,0.354
김성윤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67449.jpg,1999,2024,삼성,0.243,32,74,15,18,4,0,0,6,3,1,9,16,0.297,0.326
김성윤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67449.jpg,1999,2025,삼성,0.336,40,125,28,42,7,2,2,17,10,3,18,17,0.472,0.421
김민수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67504.jpg,1998,2017,롯데,0.176,10,17,0,3,0,0,0,0,0,0,1,9,0.176,0.222
김민수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67504.jpg,1998,2019,롯데,0.235,11,34,0,8,3,0,0,1,0,0,1,14,0.324,0.297
김민수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67504.jpg,1998,2020,롯데,0.25,3,8,1,2,0,0,0,0,1,0,2,4,0.25,0.4
김민수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67504.jpg,1998,2021,롯데,0.241,82,199,19,48,11,1,3,25,0,0,18,62,0.352,0.312
김민수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67504.jpg,1998,2022,롯데,0.257,57,140,9,36,6,0,0,11,0,1,9,48,0.3,0.32
김민수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67504.jpg,1998,2023,롯데,0.209,25,43,4,9,1,1,0,2,0,0,7,17,0.279,0.32
김민수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67504.jpg,1998,2024,LG,0.15,19,20,1,3,0,0,0,0,0,0,1,4,0.15,0.227
김민수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67504.jpg,1998,2025,LG,0.167,3,6,0,1,0,0,0,1,1,0,1,3,0.167,0.25
박정우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67609.jpg,1998,2021,KIA,0.188,32,48,3,9,1,0,0,4,0,2,10,8,0.208,0.35
박정우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67609.jpg,1998,2022,KIA,0.333,16,3,2,1,0,0,0,2,0,0,0,1,0.333,0.333
박정우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67609.jpg,1998,2023,KIA,0.333,21,9,2,3,0,0,0,0,0,0,0,1,0.333,0.333
박정우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67609.jpg,1998,2024,KIA,0.308,66,65,17,20,3,1,0,11,0,1,4,14,0.385,0.348
박정우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67609.jpg,1998,2025,KIA,0.231,27,26,9,6,2,0,0,3,1,1,9,6,0.308,0.444
김석환,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67610.jpg,1999,2018,KIA,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0
김석환,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67610.jpg,1999,2021,KIA,0.263,5,19,1,5,0,0,1,3,0,0,0,7,0.421,0.3
김석환,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67610.jpg,1999,2022,KIA,0.149,51,94,15,14,2,0,3,7,0,0,10,32,0.266,0.252
김석환,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67610.jpg,1999,2023,KIA,0.13,12,23,1,3,1,0,0,3,0,0,2,9,0.174,0.2
김석환,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67610.jpg,1999,2025,KIA,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0
박성한,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67893.jpg,1998,2017,SK,0,2,4,0,0,0,0,0,0,0,0,0,2,0,0
박성한,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67893.jpg,1998,2018,SK,0.135,42,52,3,7,1,0,0,2,0,0,7,16,0.154,0.237
박성한,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67893.jpg,1998,2020,SK,0.242,41,99,7,24,2,0,2,8,1,1,11,21,0.323,0.324
박성한,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67893.jpg,1998,2021,SSG,0.302,135,407,53,123,21,1,4,44,12,5,49,73,0.388,0.377
박성한,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67893.jpg,1998,2022,SSG,0.298,140,494,68,147,24,4,2,56,12,8,60,81,0.374,0.375
박성한,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67893.jpg,1998,2023,SSG,0.266,128,459,53,122,19,0,9,47,4,1,58,56,0.366,0.347
박성한,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67893.jpg,1998,2024,SSG,0.301,137,489,78,147,24,0,10,67,13,3,64,86,0.411,0.38
박성한,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67893.jpg,1998,2025,SSG,0.211,38,133,17,28,7,0,2,16,1,2,23,31,0.308,0.329
김수윤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67900.jpg,1998,2021,NC,0,7,7,0,0,0,0,0,0,0,0,0,2,0,0
김수윤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67900.jpg,1998,2022,NC,0.118,10,17,1,2,1,0,1,2,0,0,1,7,0.353,0.167
김수윤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67900.jpg,1998,2023,NC,0.214,16,14,0,3,0,0,0,2,0,0,1,4,0.214,0.267
김수윤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67900.jpg,1998,2024,NC,0.222,9,9,0,2,0,0,0,0,0,0,1,4,0.222,0.3
김수윤,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67900.jpg,1998,2025,SSG,0.091,7,11,0,1,0,0,0,0,0,0,0,4,0.091,0.167
천재환,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67905.jpg,1994,2022,NC,0.143,29,35,4,5,1,0,1,1,1,0,0,11,0.257,0.167
천재환,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67905.jpg,1994,2023,NC,0.239,78,163,12,39,7,1,2,17,2,3,8,44,0.331,0.288
천재환,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67905.jpg,1994,2024,NC,0.284,89,215,31,61,9,1,5,33,8,2,13,52,0.405,0.335
천재환,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/67905.jpg,1994,2025,NC,0.282,36,71,14,20,1,2,3,10,7,1,4,19,0.479,0.325
강백호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68050.jpg,1999,2018,KT,0.29,138,527,108,153,32,2,29,84,3,5,52,124,0.524,0.356
강백호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68050.jpg,1999,2019,KT,0.336,116,438,72,147,29,1,13,65,9,5,61,87,0.495,0.416
강백호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68050.jpg,1999,2020,KT,0.33,129,500,95,165,36,1,23,89,7,2,66,93,0.544,0.411
강백호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68050.jpg,1999,2021,KT,0.347,142,516,76,179,40,1,16,102,10,5,103,85,0.521,0.45
강백호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68050.jpg,1999,2022,KT,0.245,62,237,24,58,12,0,6,29,0,0,23,44,0.371,0.312
강백호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68050.jpg,1999,2023,KT,0.265,71,238,32,63,10,1,8,39,3,0,31,55,0.416,0.347
강백호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68050.jpg,1999,2024,KT,0.289,144,550,92,159,27,0,26,96,6,2,59,127,0.48,0.36
강백호,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68050.jpg,1999,2025,KT,0.228,32,127,12,29,6,0,6,16,1,1,12,26,0.417,0.3
조대현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68089.jpg,1999,2022,KT,0,6,4,0,0,0,0,0,0,0,0,0,3,0,0
조대현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68089.jpg,1999,2024,KT,0.306,26,36,2,11,2,0,0,3,0,0,3,12,0.361,0.35
조대현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68089.jpg,1999,2025,KT,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0
한두솔,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68092.jpg,1997,2024,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
한두솔,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68092.jpg,1997,2025,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
송찬의,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68110.jpg,1999,2022,LG,0.236,33,72,8,17,4,0,3,10,2,1,2,24,0.417,0.282
송찬의,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68110.jpg,1999,2023,LG,0.056,19,18,2,1,1,0,0,1,1,0,4,6,0.111,0.227
송찬의,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68110.jpg,1999,2024,LG,0.067,10,15,2,1,0,0,0,1,1,0,3,6,0.067,0.25
송찬의,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68110.jpg,1999,2025,LG,0.224,36,85,5,19,7,0,2,9,1,1,5,28,0.376,0.287
문성주,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68119.jpg,1997,2018,LG,0.333,5,3,1,1,0,0,0,0,0,0,0,1,0.333,0.333
문성주,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68119.jpg,1997,2021,LG,0.228,31,79,11,18,1,0,1,10,1,1,7,15,0.278,0.303
문성주,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68119.jpg,1997,2022,LG,0.303,106,327,55,99,15,3,6,41,9,6,51,36,0.422,0.401
문성주,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68119.jpg,1997,2023,LG,0.294,136,449,77,132,21,4,2,57,24,14,67,34,0.372,0.392
문성주,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68119.jpg,1997,2024,LG,0.315,96,305,47,96,16,2,0,48,13,7,49,38,0.38,0.411
문성주,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68119.jpg,1997,2025,LG,0.282,34,103,13,29,4,0,0,14,2,1,11,13,0.32,0.348
전민재,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68205.jpg,1999,2018,두산,0.375,12,8,2,3,1,0,0,3,0,0,0,2,0.5,0.375
전민재,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68205.jpg,1999,2019,두산,-,2,0,0,0,0,0,0,0,0,0,0,0,-,-
전민재,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68205.jpg,1999,2021,두산,0.25,9,4,1,1,0,0,0,1,0,0,0,2,0.25,0.2
전민재,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68205.jpg,1999,2022,두산,0.289,35,45,11,13,1,0,0,0,3,0,0,12,0.311,0.289
전민재,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68205.jpg,1999,2023,두산,0.235,19,17,3,4,2,0,0,1,0,3,0,3,0.353,0.235
전민재,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68205.jpg,1999,2024,두산,0.246,100,248,34,61,5,1,2,32,7,3,17,53,0.298,0.301
전민재,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68205.jpg,1999,2025,롯데,0.387,30,93,14,36,7,0,1,10,1,0,5,17,0.495,0.43
정철원,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68242.jpg,1999,2022,두산,-,2,0,0,0,0,0,0,0,0,0,0,0,-,-
정철원,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68242.jpg,1999,2023,두산,-,3,0,0,0,0,0,0,0,0,0,0,0,-,-
정철원,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68242.jpg,1999,2024,두산,-,2,0,0,0,0,0,0,0,0,0,0,0,-,-
정철원,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68242.jpg,1999,2025,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
박신지,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68249.jpg,1999,2022,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
박신지,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68249.jpg,1999,2023,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
박신지,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68249.jpg,1999,2025,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
변상권,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68305.jpg,1997,2020,키움,0.274,35,62,7,17,5,0,1,16,0,0,1,20,0.403,0.281
변상권,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68305.jpg,1997,2021,키움,0.239,72,159,19,38,5,4,0,20,0,0,9,40,0.321,0.275
변상권,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68305.jpg,1997,2024,키움,0.251,77,219,16,55,3,1,5,21,0,0,11,51,0.342,0.289
변상권,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68305.jpg,1997,2025,키움,0.25,9,16,2,4,1,0,0,2,0,0,0,2,0.313,0.235
추재현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68362.jpg,1999,2019,키움,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
추재현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68362.jpg,1999,2020,롯데,0.125,13,24,3,3,0,0,0,0,0,0,4,8,0.125,0.25
추재현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68362.jpg,1999,2021,롯데,0.252,95,262,37,66,15,0,5,26,4,3,26,57,0.366,0.336
추재현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68362.jpg,1999,2022,롯데,0.224,33,58,10,13,4,0,0,5,1,0,7,17,0.293,0.318
추재현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68362.jpg,1999,2024,롯데,-,2,0,1,0,0,0,0,0,1,0,0,0,-,-
추재현,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68362.jpg,1999,2025,두산,0.243,11,37,5,9,2,1,1,3,0,0,1,6,0.432,0.282
윤정빈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68463.jpg,1999,2022,삼성,0,13,10,1,0,0,0,0,0,0,0,0,5,0,0
윤정빈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68463.jpg,1999,2023,삼성,0.147,28,34,5,5,0,0,1,3,1,0,7,12,0.235,0.326
윤정빈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68463.jpg,1999,2024,삼성,0.286,69,161,26,46,4,1,7,20,1,3,22,47,0.453,0.378
윤정빈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68463.jpg,1999,2025,삼성,0.189,23,37,3,7,1,0,0,3,0,0,4,16,0.216,0.256
장두성,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68507.jpg,1999,2021,롯데,0.222,43,36,12,8,2,1,0,4,4,2,5,12,0.333,0.317
장두성,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68507.jpg,1999,2022,롯데,0.174,53,23,7,4,0,0,0,0,4,1,5,11,0.174,0.321
장두성,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68507.jpg,1999,2023,롯데,0.154,25,13,7,2,0,0,0,1,2,0,1,3,0.154,0.214
장두성,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68507.jpg,1999,2024,롯데,0.156,71,32,23,5,0,0,0,1,14,3,3,9,0.156,0.27
장두성,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68507.jpg,1999,2025,롯데,0.291,37,55,13,16,1,0,0,8,4,3,3,7,0.309,0.328
정보근,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68518.jpg,1999,2019,롯데,0.125,15,32,3,4,0,0,0,1,0,0,2,10,0.125,0.2
정보근,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68518.jpg,1999,2020,롯데,0.15,85,133,9,20,2,0,0,5,0,0,11,32,0.165,0.219
정보근,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68518.jpg,1999,2021,롯데,0.278,11,18,0,5,0,0,0,0,0,1,2,2,0.278,0.35
정보근,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68518.jpg,1999,2022,롯데,0.191,95,199,8,38,2,0,1,15,1,0,14,55,0.216,0.25
정보근,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68518.jpg,1999,2023,롯데,0.333,55,81,11,27,6,1,1,13,1,0,14,13,0.469,0.433
정보근,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68518.jpg,1999,2024,롯데,0.226,89,133,9,30,0,1,2,7,0,0,3,31,0.286,0.243
정보근,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68518.jpg,1999,2025,롯데,0.227,40,66,2,15,2,1,1,9,0,0,5,15,0.333,0.292
한준수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68646.jpg,1999,2019,KIA,0.3,7,20,2,6,2,0,0,2,0,0,0,2,0.4,0.3
한준수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68646.jpg,1999,2023,KIA,0.256,48,86,9,22,4,0,2,12,0,0,7,26,0.372,0.312
한준수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68646.jpg,1999,2024,KIA,0.307,115,287,39,88,22,0,7,41,0,0,21,48,0.456,0.351
한준수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68646.jpg,1999,2025,KIA,0.18,26,61,9,11,3,0,2,7,0,0,9,13,0.328,0.278
이원석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68700.jpg,1999,2019,한화,0,13,6,3,0,0,0,0,0,2,0,2,5,0,0.333
이원석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68700.jpg,1999,2021,한화,0.175,43,114,12,20,1,1,1,9,4,2,8,43,0.228,0.238
이원석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68700.jpg,1999,2022,한화,0.114,20,35,4,4,0,0,1,1,0,0,3,18,0.2,0.184
이원석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68700.jpg,1999,2023,한화,0.19,81,116,20,22,1,1,0,8,13,3,21,33,0.216,0.319
이원석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68700.jpg,1999,2024,한화,0.233,87,133,26,31,4,1,0,13,8,2,16,32,0.278,0.322
이원석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68700.jpg,1999,2025,한화,0.156,36,32,16,5,1,0,1,5,6,0,4,10,0.281,0.27
최상민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68805.jpg,1999,2022,SSG,0.071,27,14,3,1,0,0,0,1,3,1,3,4,0.071,0.235
최상민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68805.jpg,1999,2023,SSG,0.235,51,34,5,8,0,0,0,3,2,2,4,7,0.235,0.308
최상민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68805.jpg,1999,2024,SSG,0.167,43,12,9,2,2,0,0,1,2,1,0,5,0.333,0.231
최상민,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68805.jpg,1999,2025,SSG,0.143,23,7,5,1,0,0,0,1,1,1,1,5,0.143,0.333
최민준,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68856.jpg,1999,2022,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
최민준,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68856.jpg,1999,2023,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
최민준,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68856.jpg,1999,2025,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
최준우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68868.jpg,1999,2019,SK,0.212,15,33,3,7,2,0,0,0,0,0,3,3,0.273,0.278
최준우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68868.jpg,1999,2020,SK,0.236,66,182,23,43,4,0,3,14,1,1,19,28,0.308,0.307
최준우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68868.jpg,1999,2022,SSG,0.25,10,12,0,3,0,0,0,1,0,0,3,3,0.25,0.375
최준우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68868.jpg,1999,2023,SSG,0.267,38,60,5,16,1,0,0,6,0,1,8,10,0.283,0.348
최준우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68868.jpg,1999,2024,SSG,0.24,18,25,2,6,2,0,0,5,0,0,9,8,0.32,0.441
최준우,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68868.jpg,1999,2025,SSG,0.25,29,60,9,15,0,0,2,15,2,0,14,20,0.35,0.397
오영수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68904.jpg,2000,2018,NC,0.133,11,15,0,2,0,0,0,0,0,1,1,5,0.133,0.188
오영수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68904.jpg,2000,2019,NC,0.125,3,8,0,1,0,0,0,0,0,0,0,4,0.125,0.125
오영수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68904.jpg,2000,2022,NC,0.238,83,231,25,55,10,0,6,31,0,5,22,58,0.359,0.309
오영수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68904.jpg,2000,2023,NC,0.236,70,208,21,49,9,1,4,24,3,3,17,55,0.346,0.305
오영수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68904.jpg,2000,2024,NC,0.2,20,30,4,6,0,0,3,5,0,0,2,6,0.5,0.265
오영수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68904.jpg,2000,2025,NC,0.2,9,25,1,5,1,0,1,4,0,1,1,12,0.36,0.231
김형준,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68912.jpg,1999,2018,NC,0.16,60,81,6,13,1,0,0,2,0,0,7,32,0.173,0.236
김형준,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68912.jpg,1999,2019,NC,0.224,55,107,13,24,5,0,2,9,0,0,8,24,0.327,0.278
김형준,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68912.jpg,1999,2020,NC,0.306,44,72,12,22,1,0,3,11,0,0,10,21,0.444,0.39
김형준,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68912.jpg,1999,2023,NC,0.236,26,72,10,17,2,0,6,13,0,0,8,24,0.514,0.321
김형준,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68912.jpg,1999,2024,NC,0.195,119,354,39,69,12,0,17,50,0,0,45,144,0.373,0.285
김형준,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68912.jpg,1999,2025,NC,0.24,33,100,14,24,3,1,9,26,1,0,10,33,0.56,0.306
김시훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68928.jpg,1999,2023,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
김시훈,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/68928.jpg,1999,2025,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,-,-
박민석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/69056.jpg,2000,2019,KT,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
박민석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/69056.jpg,2000,2023,KT,0.25,4,4,1,1,0,0,0,0,0,0,0,3,0.25,0.25
