plcyNm,plcyExplnCn,plcySprtCn,aplyYmd,aplyUrlAddr,sprtTrgtMinAge,sprtTrgtMaxAge,lclsfNm,mclsfNm
전문대학 글로벌 현장학습,전문대학생에세 해외 현지에서의 전공·직무 연계 현장실습 기회 제공,"참가학생 1인당 500~900만원 내외 지원
* 항공료, 비자발급비, 인턴십 관리운영비, 보험료 등
* 해외 창업트랙 우수대학 선정하여 우수대학을 대상으로 추가 지원",,,0,0,교육,미래역량강화
청년·대학생 햇살론(햇살론유스),저소득 청년층을 위한 보증부대출,대학생·청년층의 금융애로를 해소하고 향후 제도권 금융으로 안착할 수 있도록 지원 ,,https://www.kinfa.or.kr/financialProduct/hessalLoanYoos.do,19,34,복지문화,취약계층 및 금융지원
지역청년 참여 네트워크 구축 및 활성화 ,지역 청년과 연계·협업을 통해 지역·권역별 자체적인 청년 이슈 공론 및 정책 참여 유도,"강원 청년 역량강화 및 소통 워크숍, 도내 청년단체 협업 및 연계 프로젝트 추진 ",20250101 ~ 20251231,,18,45,참여권리,청년참여
강원청년센터 운영,"청년의 정책 인지도, 체감도를 높이고 안정적 지역정착 기반이 될 수 있는 청년정책 온·오프라인 지원체계 구축","청년포털 운영, 청년 소통·교류 활성화, 청년의 날, 네트워킹 데이 등 청년행사 기획·수행, 청년 역량강화 교육 지원 등 ",20250101 ~ 20251231,,18,45,참여권리,청년참여
대학일자리플러스센터 지원,도내 대학을 통해 청년들에게 진로 및 취창업 지원 등 공간적·기능적 종합서비스 제공,"진로지도 및 취업컨설팅, 취업역량강화 프로그램 운영 등, 지역청년고용 거버넌스 구축·운영",20250101 ~ 20251231,,19,34,일자리,취업
이공계 연구생활장려금,이공계 대학원 진학 촉진 및 연구·학업 몰입 지원,이공계 전일제 대학원생에게 매월 일정금액 이상의 학생지원금 보장 및 학생연구자 지원구조 보강,,,0,0,교육,미래역량강화
청년 맞춤형 교육 추진,청년 성장지원 및 지역 소속감 고취를 위한 맞춤형 커리큘럼을 개설하여 지역에 안정적인 정주를 위한 역량강화 교육 지원,도네 18~45세 청년 대상 맞춤형 역량강화 및 성장 지원 교육 운영,20250401 ~ 20250630,,18,45,일자리,취업
WFK KOICA자문단,"민간, 공공부문 현직 또는 퇴직 전문가를 파견하여 협력국에 우리나라 경제사회 발전의 노하우를 전수하는 프로그램","국내 우수 전문 인력의 해외 진출을 활성화하며, 협력국의 개발 역량 강화 및 제도 구축을 지원 ",,https://kov.koica.go.kr/ho/main.do,0,0,참여권리,청년국제교류
WFK 청년중기봉사단,"개발도상국의 현지 기관에서 교육봉사, 환경개선 및 문화교류 등을 위하여 5명 내외의 팀제 봉사단원을 파견하는 사업","KOICA 해외사무소 소재 국가를 대상으로 400명의 청년(19~34세)이 5개월간의 봉사활동에 참여함을 통해, 청년의 개발협력사업 참여 저변을 확대하고 
협력국 문제 해결에 기여함으로써 글로벌 사회적 가치 실현",,,19,34,참여권리,청년국제교류
WFK NGO봉사단,"개발도상국과의 협력 증진, 개발도상국 현지 NGO 사업지의 주민 삶의 질 향상, 봉사단원 자아실현을 위한 봉사단원 파견 프로그램","민간 부문(CSO)과의 파트너십을 통해 우리 국민의 개발협력 분야 현장 경험 기회를 제공하며, 개발협력 사업의 효과성을 제고함",,,0,0,참여권리,청년국제교류
WFK NIPA자문단,퇴직전문가 파견을 통한 협력국 산업개발 자문·컨설팅프로그램,"정보통신, 산업기술 등 5대 분야에서 10년 이상 경력을 보유한 퇴직전문가의 협력국 파견을 통한 정책 자문·컨설팅",,https://senior.nipa.kr/index.do,0,0,참여권리,청년국제교류
WFK 과학기술지원단,이공계 전문인력 파견을 통한 협력국 과학기술 발전 지원하는 프로그램,"협력국 현지 대학/연구기관에 우리 과학기술 인재를 파견, 대한민국 발전 경험 공유 및 협력국 인재양성 지원",,https://www.nrf.re.kr/index,0,0,참여권리,청년국제교류
(신규)건축구조기사 양성,건축구조분야 전문인력 수요에 따른 건축구조기사 국가기술자격 신설,건축물 안전 향상을 위한 건축구조기사 국가기술자격 신설 및 건축구조분야 전문인력 확보,,,0,0,교육,미래역량강화
WFK 한방봉사단,한의약을 중심으로 매년 ODA 대상국에 의료구제 사업을 실시하여 범인류애적 인도주의를 실천하고 한의학의 세계화와 국위선양에 기여하는 프로그램,한의사 또는 일반봉사자를 팀으로 개도국에 파견하여 한의약을 중심으로 의료혜택에서 소외된 개도국 주민들의 건강 증진을 위한 의료봉사활동 전개,,https://komsta.org,0,0,참여권리,청년국제교류
WFK 청년봉사단(한국대학사회봉사협의회),한국 및 현지 대학생들 간의 연계와 교류를 통한 친선과 상호이해 증진 프로그램,"WFK 파견국을 대상으로 대한민국 청년들을 파견하여 특화봉사(SDGs, 전공연계), 노력봉사, 문화교류 활동을 진행하고, 이를 통해 단원들의 폭넓은 국제경험과 인도주의 정신 함양, 세계시민 역량 신장을 지원",,https://www.kucss.or.kr/,0,0,참여권리,청년국제교류
WFK 청년봉사단(태평양아시아협회),한국 및 현지 대학생들 간의 연계와 교류를 통한 친선과 상호이해 증진 프로그램,"대한민국 대학생을 수원국에 파견하여 3주간 교육봉사, 노력봉사, 문화교류 등 다양한 봉사활동을 통해 단원들의 봉사정신을 함양",,https://www.pas.or.kr/,0,0,참여권리,청년국제교류
KOICA 영프로페셔널(해외),청년들의 ODA사업 참여 기회 제공을 통해 글로벌경쟁력을 보유한 ODA 전문인력을 양성하고자 KOICA 해외사무소 및 재외공관에 파견되어 근무하는 청년인턴 프로그램,"KOICA 사무소 소재국(약 47개국)의 해외사무소, 재외공관에 파견하여 개발협력사업 현장 경험을 축적하고 이를 토대로 개발협력 분야 전문가로 성장해 나가는 경력개발 현장 경험 중심 프로그램",20250701 ~ 20250731,https://koica-yp.hrsystem.co.kr,0,0,참여권리,청년국제교류
KOICA 영프로페셔널(국내),"국내 KOICA 파트너(NGO, 대학, 연구기관, 민간기업 컨설팅 기관 등)을 통해 개발협력 실무경험을 제공","개발협력 사업수행기관 YP는 개발협력의 첫 발을 내딛고자 하는 청년들이 국제사회의 SDGs 달성을 위한 사업을 추진중인 KOICA 파트너(NGO, 대학, 연구기관, 민간기업 컨설팅 기관 등)를 통해 개발협력 실무경험을 쌓을 수 있게 하는 사업입니다. 사업수행기관 YP 사업을 수행 파트너 중 본인이 원하는 분야 및 기관을 선택하여 지원 가능하며, 다양한 개발협력 업무 경험과 해외사업현장 OJT 지원을 통해 글로벌 인재 역량을 강화할 수 있습니다. ",20250625 ~ 20250724,,0,0,참여권리,청년국제교류
WFK UNV대학생봉사단 ,청년 인재의 UN 현지기구 파견을 통한 국제기구 진출 기회 확대 및 글로벌 경쟁력 강화하는 프로그램 ,"코이카 사무소가 소재한 국가에 UNV대학생봉사단 약 6개월간 파견, 국제기구 실무 근무 경험을 통해 국제 업무 능력을 증진하여 글로벌 역량을 갖춘 인재 양성 도모",,https://app.unv.org/?donor=1651875970445568,0,0,참여권리,청년국제교류
WFK IT봉사단,"대학생, IT 전문가 등의 IT 인력을 개도국의 정부기관, 공공기관 및 대학 등에 파견하여 국가 간 정보격차 해소 기여하는 프로그램","약 400명의 청년 단원들을 2~4주 간 ICT인프라가 취약한 협력국에 파견, ICT 교육 및 프로젝트를 실행함으로써 글로벌 디지털 격차를 해소하고 국내 ICT 인재들이 글로벌 역량을 갖출 수 있도록 지원",,https://kiv.nia.or.kr,0,0,참여권리,청년국제교류
2025년 울산광역시 남구 청년도전 지원사업(단기·중기),구직단념 청년을 발굴·모집하여 사회활동 참여의욕 고취 및 맞춤형 프로그램 제공,"○사업명: 2025년 울산 남구 청년도전 지원사업 프로그램(단기·중기)
○신청기간: 상시(선착순 마감)
○참여기간: 2025. 7. 7. ~ 11. 23.(20주)
○ 모집대상: 구직단념청년 등
  ※ 최근 6개월 이내 취업경력과 직업훈련 경험이 없는 만 19세~39세 청년
○지원규모: 72명
○지원내용: 맞춤형 프로그램(밀착상담, 취업역량강화 등), 구직지원금 최대 350만(교육 이수시)
○운영기관: (주)좋은일자리 ☎052-944-3500 ",20250618 ~ 20251123,https://www.ulsan1.kr/busi/busi09.php#form,19,39,일자리,취업
WFK KOICA 프로젝트봉사단,KOICA의 개발협력 전문성과 민간의 분야 전문성을 결합하여 협력국의 개발 문제에 기여하는 성과 중심 프로그램,우리나라 청년들 및 경력자들이 4~5개월 동안 ODA 현장 실무 수행하며 일 경험을 쌓을 수 있는 성과 중심의 팀제 봉사단,,https://kov.koica.go.kr/ho/main.do,19,999,참여권리,청년국제교류
WFK KOICA 일반봉사단,"협력국 수요를 바탕으로 공공행정, 교육, 농림수산, 보건,
기술환경에너지 각 분야에 파견하여 개인 단위 봉사활동 프로그램","대한민국 정부가 파견하는 해외봉사단으로 협력국의 경제사회 발전 지원을 위해 파견분야 관련 기술/지식 전수를 위한 교육, 현장활동 수행 (1~2년)",,https://kov.koica.go.kr/ho/main.do,19,999,참여권리,청년국제교류
정보보호특성화대학 지원사업,국내 4년제 대학의 정보보호 관련 학과 및 전공 지원을 통해 학부과정 교육기반 강화 및 직무중심의 우수인력 양성,"정보보호특성화대학 운영을 위한 대학단위 사업비 지원
 - 교육 인프라 구축, 교육과정 개발 및 운영, 해외 교육 및 연수, 산학협력중점교수 채용, 학업장려금 지원 등",,,0,0,교육,미래역량강화
도심융합특구 조성,지방 도심에 청년인재 정착과 지역발전을 위한 산업·주거·문화 등 복합혁신공간(도심융합특구) 조성,지방 광역시(5곳)에 도심융합특구를 조성하기 위하여 기본계획·실시계획 수립비 지원,,,0,0,주거,주택 및 거주지
ICT 석박사 인재의 글로벌 연구 역량 강화,해외 최고 수준 대학에 디지털 혁신기술 분야 맞춤형 교육과정을 개설하고 국내 청년인재를 파견 교육,세계 최고 수준의 대 학과 협력을 통해 AI  등 디지털 혁신기술 분야 맞춤형 교육과정 운영 및 교육생 양성,20250519 ~ 20250622,,0,0,교육,미래역량강화
공유주택 펀드투자,대학생·청년 등 1인 가구 맞춤형 민간 공유주택 활성화 지원,"도심 내 공유주택을 운영하거나 공유서비스를 제공하는 스타트업, 사회적 기업 등에 장기 자금지원을 위한 펀드 조성",,,0,0,주거,주택 및 거주지
주거포털 마이홈 개선,국민의 다양한 주거수요를 반영한 맞춤형 주거지원 정보를 보다 쉽게 찾아볼 수 있도록 마이홈 포털을 개선,마이홈포털 및 모바일 어플리케이션의 UI 등을 개선하여 사용 편의성을 증진하고 주거복지 정책에 대한 국민 접근성 제고,,,0,0,주거,주택 및 거주지
전세사기 피해 예방 및 지원 강화,"주택가격 상승기에 전세반환보증 악용, 임차인 정보 부족 등으로 전세사기 피해가 현실화되어 피해를 입은 임차인, 특히 청년 등 주거취약계층의 주거안정 도모를 목적으로 함","전세사기피해자에게 경·공매 절차 및 조세 징수 등에 관한 특례를 부여하고, 저리·대환대출 등 금융지원, 우선매수권 양도를 통한 매입임대 등 주거지원 등을 제공함으로써 청년층의 주거안정을 도모",,,0,0,주거,주택 및 거주지
청년 자산형성 지원(청년도약계좌),만기 5년 동안 매월 70만원 한도 내에서 자유롭게 납입 가능한 정부지원형 적금상품으로 청년의 중장기 자산형성을 지원합니다.,"□ 청년도약계좌는 매월 가입신청할 수 있도록 운영
□ 가입자의 소득구간 및 월 납입액에 따라 최대 6%까지 정부기여금을 지원
□ 본인이 납입한 금액에 비례하여 정부기여금 지원 및 이자소득 등에 대한 비과세 혜택(만기·특별중도해지시)
※ 전년도 소득 확정 전, 가입자의 경우 모두 비과세 인정(24년 1월 이전에 가입하였더라도 해당)
□ 저소득층 청년 대상 일정수준의 우대금리 제공 (명칭 : 소득+우대금리)
※ 육아휴직급여(육아휴직수당 포함) 및 군장병급여만 있는 경우, 정부기여금 매칭비율 6% 적용",,,19,34,복지문화,취약계층 및 금융지원
디지털 스타트업 허브 조성,"국내 혁신기술 스타트업과 해외 주요국 스타트업간 조인트벤처 추진 및 성장지원을 위한 디지털 스타트업 허브 구축
",글로벌 디지털 스타트업 허브 구축 내 국내외 혁신기술 스타트업 간 기술매칭형 조인트벤처(JV) 추진·성장 지원 등 개방적 혁신 창업 생태계 조성 및 글로벌 디지털 경쟁력 강화,20250401 ~ 20250930,,0,0,일자리,창업
문화비(체육시설 이용료 등)  소득공제,문화비 소득공제에 헬스장/수영장 시설 이용료를 추가하여 청년의 체육활동 활성화,문화비 소득공제에 청년이 보편적으로 많이 이용하는 시설인 헬스장/수영장 시설 이용료를 추가하여 청년의 체육활동 활성화,20250102 ~ 20250630,,0,0,복지문화,문화활동
K-Shield 주니어 15기 정규과정,사이버보안 분야 입문 및 진출을 희망하는 청년 대상 정보보호 기초 교육(80시간 이상)과 직무 교육(300시간 이상) 운영,"학업장려금 지급, 우수 수료생 해외연수, 교육과정 수료생 대상 취업지원(인턴십 연계 등)",20250519 ~ 20250625,https://academy.kisa.or.kr/edu/apply/applyEduDetail.do?APPLY=04&SQ=9886,19,34,일자리,취업
미혼청년 주거급여 분리지급,부모와 따로 거주하는 청년세대에게 주거급여를 별도 분리지급하여 안정적인 미래준비와 자립 도모,"주거급여 수급가구원 중 취학,구직 등의 사유로 부모와 따로 거주하는 20대 미혼자녀에게 별도 주거급여 지급
(지원내용) 부모와 청년 각각의 거주지, 가구원수에 따라 산정한 기준임대료를 상한으로 실제 임차료를 지급하고, 자기부담분은 분리된 가구 각각의 가구원 수에 비례하여 적용",,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003201,19,29,주거,주택 및 거주지
의료기기 규제과학 전문가 양성 및 취업지원,의료기기 규제과학(RA) 전문가 인재 육성 및 취업지원 프로그램 운영을 통한 양질의 청년 일자리 창출 및 의료기기 규제 분야 진입장벽을 해소하고자 합니다.,"의료기기 규제과학 전문가 양성 및 취업지원 정책은 의료기기 규제과학(RA) 전문가 양성을 통해 의료기기 산업의 경쟁력을 강화하고, 청년 일자리 창출 및 의료기기 규제 분야 진입 장벽 해소를 목표로 다양한 교육 및 취업지원 프로그램을 운영하고 있습니다.
재직자와 미취업자로 구분하여 단기 과정(재직자 대상)과 중기 과정(미취업자 대상)을 운영합니다. 단기 과정은 시판전 인허가, 품질관리 등 실무 중심의 교육을 제공하여, 중기 과정은 의료기기 산업 취업을 희망하는 졸업생에게 실무 프로젝트, 취업 특강 등을 제공하며, 우수학생은 현장실습 및 멘토 지원 혜택을 받습니다.
※단기과정(일부), 중기과정 교육 수료 시 (국가공인)의료기기 RA 전문가 2급 자격시험 응시 자격을 부여
또한, 취업지원 프로그램을 통해 채용정보 게시판 운영과 함께 연 1회 의료기기 채용박람회를 개최하여 구직자와 기업 간의 정보 교류를 돕고, 기업의 인재 채용을 지원합니다. ",,https://edu.nids.or.kr,0,0,일자리,취업
빈곤 청년에 대한 근로인센티브 확대 ,"빈곤 청년에 대한 근로인센티브 확대
","○  근로·사업소득 공제
 - (30세 미만 청년 또는 대학생) 40만원+30% 공제 
 - (자립준비청년, 청소년 복지시설 퇴소 청소년, 청소년 한부모) 60만원+30% 공제 

○  등록금 공제
 - 대학생의 등록금을 대학생 본인 또는 가구의 근로·사업소득으로 지출한 경우 해당 지출금액을 소득 산정 시 공제

○  자립지원 별도가구 보장
 - 청년층(18~34세)이 포함된 가구가 청년층 소득으로 인해 선정기준을 초과할 경우 해당 청년을 가구에서 제외하여 나머지 가구원의 수급권 보호

○  소득·재산 공제
 - 소득인정액 산정 시 자시돌봄청년에게 지급되는 자기돌봄비, 자립준비청년 등 복지시설 퇴소 청년에게 지급되는 자립수당 및 자립 정착금을 수급자의 소득·재산에서 공제",,,18,34,복지문화,취약계층 및 금융지원
