NO,시군구,번지,도로조건,계약면적(㎡),전월세구분,계약년월,계약일,보증금(만원),월세금(만원),건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형
8640,경상남도 양산시 삼호동,8**,12m미만,91.76,월세,202506,21,"1,000",60,2015,삼호동부2길,202506~202706,신규,-,,,단독다가구
8641,충청남도 천안시 동남구 청당동,9**,12m미만,50,전세,202506,21,"8,000",0,2016,청수10길,202507~202707,신규,-,,,단독다가구
8642,인천광역시 부평구 십정동,2**,12m미만,45,월세,202506,21,500,40,1988,배곶북로,202506~202706,신규,-,,,단독다가구
8643,충청남도 천안시 동남구 청당동,6**,12m미만,33,월세,202506,21,500,40,2015,청수7로,202506~202606,신규,-,,,단독다가구
8644,경기도 광주시 경안동,1**,8m미만,47.25,전세,202506,21,"9,000",0,1985,포돌이로17번길,202508~202708,신규,-,,,단독다가구
8645,경상남도 양산시 북정동,5**,12m미만,25,월세,202506,21,100,23,2011,북정7길,202506~202606,신규,-,,,단독다가구
8646,대전광역시 동구 가오동,5**,12m미만,52,월세,202506,21,"1,000",35,2010,대전로448번길,202506~202606,신규,-,,,단독다가구
8647,경기도 의정부시 산곡동,산9*,25m이상,90.78,전세,202506,21,"12,000",0,,송산로985번길,202506~202706,갱신,-,"10,000",0,단독다가구
8648,부산광역시 북구 화명동,1***,12m미만,28,월세,202506,21,500,30,1989,산성로12번길,202506~202706,신규,-,,,단독다가구
8649,전북특별자치도 군산시 소룡동,1***,12m미만,35,월세,202506,21,"1,000",34,2025,칠성5길,-,-,-,,,단독다가구
8650,전북특별자치도 군산시 소룡동,1***,12m미만,35,월세,202506,21,"1,000",34,2025,칠성5길,202506~202606,신규,-,,,단독다가구
8651,경기도 화성시 송산동,1**,25m미만,49,월세,202506,21,"1,000",50,2017,화산중앙로,202506~202706,신규,-,,,단독다가구
8652,대전광역시 유성구 계산동,7**,12m미만,19.8,월세,202506,21,300,35,2017,학하남로47번길,202507~202606,신규,-,,,단독다가구
8653,경기도 평택시 고덕동,2***,25m미만,47.86,월세,202506,21,500,75,,고덕여염11길,202506~202606,신규,-,,,단독다가구
8654,경기도 화성시 영천동,7**,25m미만,60,월세,202506,21,"1,000",90,2015,동탄치동천로2길,202506~202706,신규,-,,,단독다가구
8655,인천광역시 서구 검암동,6**,12m미만,27,월세,202506,21,"2,000",30,2010,승학로472번길,-,-,-,,,단독다가구
8656,경기도 평택시 고덕동,1***,25m미만,46.67,월세,202506,21,500,80,2024,고덕갈평10길,202506~202606,신규,-,,,단독다가구
8657,경기도 평택시 고덕동,2***,12m미만,48.71,월세,202506,21,500,80,2022,함박산8길,202506~202606,신규,-,,,단독다가구
8658,경기도 평택시 고덕동,2***,12m미만,54.57,월세,202506,21,"3,000",70,2023,고덕여염6길,202506~202609,신규,-,,,단독다가구
8659,경기도 평택시 고덕동,2***,25m미만,105,월세,202506,21,200,130,2021,고덕여염12길,202506~202706,신규,-,,,단독다가구
8660,경기도 평택시 고덕동,2***,25m미만,50.05,월세,202506,21,"1,500",33,2019,고덕여염5길,202506~202606,신규,-,,,단독다가구
8661,경기도 화성시 안녕동,1**,8m미만,28,월세,202506,21,500,50,2016,세자로441번길,202506~202606,신규,-,,,단독다가구
8662,인천광역시 서구 마전동,1***,12m미만,42.9,월세,202506,21,300,42,2020,원당대로685번4길,202506~202606,신규,-,,,단독다가구
8663,경기도 오산시 서동,2**,12m미만,20,월세,202506,21,100,44,2018,서동로,202506~202509,신규,-,,,단독다가구
8664,경상남도 김해시 외동,6**,8m미만,58.28,월세,202506,21,500,40,1991,금관대로1193번길,202507~202707,신규,-,,,단독다가구
8665,경상남도 김해시 외동,2**,8m미만,37.35,월세,202506,21,"1,000",44,2018,분성로172번길,202506~202606,갱신,-,500,49,단독다가구
8666,경상남도 김해시 외동,3**,12m미만,34,월세,202506,21,"1,000",40,2014,분성로194번길,202506~202606,신규,-,,,단독다가구
8667,경기도 평택시 동삭동,6**,12m미만,42.9,월세,202506,21,300,70,2015,서재4길,202506~202606,신규,-,,,단독다가구
8668,경기도 평택시 동삭동,6**,25m미만,45,월세,202506,21,300,70,2015,서재2길,202507~202606,신규,-,,,단독다가구
8669,경기도 평택시 동삭동,6**,12m미만,23,월세,202506,21,300,40,2016,서재1길,202507~202606,신규,-,,,단독다가구
8670,대전광역시 유성구 신성동,1**,12m미만,20,월세,202506,21,500,60,2022,신성남로95번길,202506~202512,신규,-,,,단독다가구
8671,대전광역시 유성구 신성동,2**,8m미만,20,월세,202506,21,50,35,2009,신성남로,202506~202508,신규,-,,,단독다가구
8672,대전광역시 유성구 신성동,2**,8m미만,20,월세,202506,21,300,30,,신성로58번길,202506~202512,신규,-,,,단독다가구
8673,대전광역시 유성구 신성동,2**,8m미만,23,월세,202506,21,300,37,2016,신성로58번길,202506~202606,신규,-,,,단독다가구
8674,강원특별자치도 원주시 단구동,7**,12m미만,30,월세,202506,21,300,33,2019,나비허리길,202506~202606,신규,-,,,단독다가구
8675,대전광역시 서구 탄방동,8**,12m미만,33.05,월세,202506,21,300,33,2019,문정로122번길,202506~202706,신규,-,,,단독다가구
8676,제주특별자치도 제주시 연동,2**,8m미만,40.67,월세,202506,21,250,50,2012,사장1길,202506~202706,신규,-,,,단독다가구
8677,대전광역시 서구 만년동,2**,12m미만,20,월세,202506,21,500,43,2020,만년남로3번길,202506~202606,신규,-,,,단독다가구
8678,대전광역시 서구 만년동,4*,12m미만,23.1,월세,202506,21,300,42,2001,만년남로3번길,202507~202607,신규,-,,,단독다가구
8679,경기도 하남시 감일동,4**,25m미만,50.11,월세,202506,21,"22,000",30,2020,감일로,202507~202707,신규,-,,,단독다가구
8680,부산광역시 동래구 안락동,4**,8m미만,40.95,월세,202506,21,"2,000",25,1988,명안로45번길,202507~202707,신규,-,,,단독다가구
8681,제주특별자치도 제주시 연동,2**,12m미만,28.8,월세,202506,21,200,47,,은남4길,202506~202606,신규,-,,,단독다가구
8682,강원특별자치도 춘천시 후평동,7**,8m미만,25,월세,202506,21,300,42,2017,후석로390번길,202508~202708,신규,-,,,단독다가구
8683,인천광역시 서구 청라동,1**,12m미만,109.86,월세,202506,21,"15,000",100,2014,푸른로8번안길,202508~202707,신규,-,,,단독다가구
8684,강원특별자치도 춘천시 후평동,7**,12m미만,26,월세,202506,21,300,38,2018,만천로195번길,202506~202606,신규,-,,,단독다가구
8685,경기도 화성시 안녕동,1**,8m미만,24,월세,202506,21,300,30,2010,세자로441번길,202507~202606,신규,-,,,단독다가구
8686,대전광역시 동구 대동,1**,12m미만,21.57,월세,202506,21,300,35,2012,계족로,202506~202512,신규,-,,,단독다가구
8687,울산광역시 동구 방어동,9**,8m미만,30,월세,202506,21,200,37,2011,꽃바위1길,202506~202606,신규,-,,,단독다가구
8688,경상남도 김해시 삼방동,2**,8m미만,49.58,월세,202506,21,300,27,1993,삼안로172번길,202506~202706,신규,-,,,단독다가구
8689,인천광역시 서구 청라동,1**,12m미만,73.85,월세,202506,21,"2,000",70,2015,보석로17번길,202507~202706,신규,-,,,단독다가구
8690,대전광역시 서구 탄방동,9**,8m미만,19.8,월세,202506,21,300,42,2019,도솔로437번길,202506~202606,신규,-,,,단독다가구
8691,경기도 하남시 풍산동,5**,12m미만,54,전세,202506,21,"24,000",0,2017,미사강변중앙로111번길,202506~202706,갱신,사용,"23,000",0,단독다가구
8692,경기도 이천시 갈산동,2**,25m미만,59.95,월세,202506,21,"5,000",100,2024,갈산로,202508~202608,신규,-,,,단독다가구
8693,경상북도 구미시 진평동,2*,12m미만,39.3,월세,202506,21,500,30,2004,인동22길,202506~202606,신규,-,,,단독다가구
8694,경상북도 구미시 진평동,1**,12m미만,60,월세,202506,21,500,55,2006,인동32길,202506~202606,신규,-,,,단독다가구
8695,경상북도 구미시 진평동,2**,8m미만,40,월세,202506,21,"2,000",30,2006,진평4길,202506~202706,신규,-,,,단독다가구
8696,대전광역시 서구 탄방동,1***,12m미만,30,월세,202506,21,"1,000",53,2021,유등로669번길,202508~202708,신규,-,,,단독다가구
8697,경기도 광주시 태전동,3**,8m미만,17.5,월세,202506,21,300,33,2009,고불로,202506~202706,신규,-,,,단독다가구
8698,인천광역시 서구 청라동,1**,12m미만,109.86,월세,202506,21,"15,000",100,2014,푸른로8번안길,202507~202707,신규,-,,,단독다가구
8699,인천광역시 서구 원당동,8**,12m미만,36.36,월세,202506,21,300,47,2011,원당대로819번길,202506~202606,신규,-,,,단독다가구
8700,인천광역시 서구 가좌동,1**,8m미만,24,월세,202506,21,200,70,1979,가정로126번길,202506~202706,신규,-,,,단독다가구
8701,인천광역시 서구 청라동,1**,12m미만,109.86,월세,202506,21,"15,000",100,2014,푸른로8번안길,202507~202707,신규,-,,,단독다가구
8702,부산광역시 동래구 온천동,3**,8m미만,61.92,전세,202506,21,"7,000",0,1989,차밭골로37번길,202507~202707,신규,-,,,단독다가구
8703,강원특별자치도 원주시 단구동,1***,12m미만,51,전세,202506,21,"5,500",0,2007,천매봉길,-,-,-,,,단독다가구
8704,경기도 평택시 동삭동,6**,25m미만,50,월세,202506,21,"1,000",55,2016,서재4길,202506~202706,신규,-,,,단독다가구
8705,경기도 안산시 단원구 선부동,1***,25m미만,34.24,월세,202506,21,500,40,1993,선삼로,202507~202707,신규,-,,,단독다가구
8706,경기도 평택시 동삭동,6**,25m미만,30,월세,202506,21,100,40,2015,서재1길,202506~202512,신규,-,,,단독다가구
8707,경기도 평택시 동삭동,6**,12m미만,45,월세,202506,21,300,50,2013,서재4길,202506~202606,신규,-,,,단독다가구
8708,경기도 안산시 단원구 선부동,9**,25m미만,30,월세,202506,21,100,29,1988,지곡로,202506~202512,신규,-,,,단독다가구
8709,경상북도 포항시 남구 대잠동,4**,12m미만,50,월세,202506,21,500,50,2008,대이로111번길,202506~202606,신규,-,,,단독다가구
8710,경기도 화성시 진안동,9**,12m미만,25,전세,202506,21,"4,000",0,2007,병점중앙로242번길,-,-,-,,,단독다가구
8711,대구광역시 달서구 용산동,4**,12m미만,55,월세,202506,21,"1,000",39,2016,선원로55길,-,-,-,,,단독다가구
8712,부산광역시 동래구 칠산동,2**,12m미만,40,월세,202506,21,150,20,1991,충렬대로271번길,202506~202706,신규,-,,,단독다가구
8713,경상남도 거제시 장평동,1**,25m미만,33,월세,202506,21,300,37,2008,장평2로2길,202506~202606,신규,-,,,단독다가구
8714,경상남도 거제시 장평동,7*,12m미만,42.37,월세,202506,21,200,50,2013,장평로9길,202506~202606,신규,-,,,단독다가구
8715,강원특별자치도 원주시 단구동,1***,12m미만,33.11,월세,202506,21,500,38,2019,동부순환로,202506~202706,신규,-,,,단독다가구
8716,인천광역시 서구 불로동,7**,12m미만,30,월세,202506,21,300,35,2011,검단로744번2길,202506~202606,신규,-,,,단독다가구
8717,강원특별자치도 원주시 반곡동,1***,12m미만,27,월세,202506,21,300,40,2018,봉황4길,202506~202602,신규,-,,,단독다가구
8718,대구광역시 달서구 성당동,3**,12m미만,42.9,월세,202506,21,"1,000",56,2016,야외음악당로7길,202507~202707,신규,-,,,단독다가구
8719,전라남도 순천시 연향동,1***,12m미만,30,월세,202506,21,200,35,2017,장자보2길,202506~202606,신규,-,,,단독다가구
8720,전라남도 순천시 석현동,2**,8m미만,20.14,월세,202506,21,100,36,2008,오리정2길,202506~202606,신규,-,,,단독다가구
8721,전라남도 순천시 옥천동,4*,12m미만,26.4,월세,202506,21,100,29,2009,옥천길,202506~202706,신규,-,,,단독다가구
8722,전북특별자치도 익산시 신동,7**,8m미만,30,월세,202506,21,30,41,2018,익산대로70길,202506~202512,신규,-,,,단독다가구
8723,부산광역시 북구 덕천동,2**,25m미만,25,월세,202506,21,"2,000",30,2017,덕천로,202506~202606,신규,-,,,단독다가구
8724,부산광역시 북구 덕천동,2**,25m미만,25,월세,202506,21,"1,000",35,,덕천로,202506~202606,신규,-,,,단독다가구
8725,대전광역시 동구 자양동,7*,12m미만,20,월세,202506,21,300,30,2014,백룡로6번길,202506~202602,신규,-,,,단독다가구
8726,인천광역시 서구 신현동,2**,8m미만,61.26,전세,202506,21,"12,000",0,1988,신현로37번길,202508~202708,신규,-,,,단독다가구
8727,충청남도 서산시 읍내동,3**,8m미만,30,전세,202506,21,"5,500",0,2017,명륜2길,202409~202609,갱신,-,"5,500",0,단독다가구
8728,경기도 광명시 하안동,5**,8m미만,27,월세,202506,21,500,45,1992,안재로5번길,202508~202708,신규,-,,,단독다가구
8729,충청남도 서산시 읍내동,7**,8m미만,27,월세,202506,21,300,26,2012,성암1로,202506~202606,신규,-,,,단독다가구
8730,충청남도 서산시 읍내동,1**,8m미만,95.41,월세,202506,21,"1,000",55,1984,양유정5길,202506~202606,신규,-,,,단독다가구
8731,충청남도 천안시 동남구 봉명동,4**,12m미만,40,월세,202506,21,200,35,2011,봉서6길,202506~202606,신규,-,,,단독다가구
8732,경기도 안산시 상록구 사동,1***,12m미만,23,월세,202506,21,300,41,2007,성안3길,202506~202606,신규,-,,,단독다가구
8733,강원특별자치도 원주시 관설동,1***,12m미만,33,월세,202506,21,300,47,2015,라옹정길,202506~202512,신규,-,,,단독다가구
8734,전라남도 여수시 미평동,7**,25m이상,20,월세,202506,21,100,33,2009,만성로,202506~202512,신규,-,,,단독다가구
8735,대전광역시 유성구 전민동,2**,8m미만,25,월세,202506,21,300,30,2002,유성대로1665번길,-,-,-,,,단독다가구
8736,충청남도 서산시 읍내동,8**,12m미만,30,월세,202506,21,300,35,2015,고운로,202506~202606,신규,-,,,단독다가구
8737,경기도 양주시 옥정동,1***,12m미만,21,월세,202506,21,300,45,2019,옥정동로5바길,202506~202606,신규,-,,,단독다가구
8738,인천광역시 남동구 논현동,5**,12m미만,26,월세,202506,21,100,30,2008,논고개로176번길,202506~202606,신규,-,,,단독다가구
8739,대전광역시 서구 도안동,1***,12m미만,20,월세,202506,21,"3,000",65,2018,원도안로179번길,202507~202706,신규,-,,,단독다가구
8740,대전광역시 서구 도안동,2***,12m미만,45.73,월세,202506,21,"2,000",70,2022,용소로58번길,202506~202706,신규,-,,,단독다가구
8741,대전광역시 서구 도안동,1***,12m미만,40,월세,202506,21,500,40,2014,원도안로,202506~202606,신규,-,,,단독다가구
8742,광주광역시 서구 쌍촌동,1**,12m미만,46.42,월세,202506,21,500,55,2018,상무오월로51번길,202506~202512,신규,-,,,단독다가구
8743,경기도 양주시 옥정동,1***,25m미만,21,월세,202506,21,500,48,2017,옥정동로3길,202506~202602,신규,-,,,단독다가구
8744,광주광역시 서구 쌍촌동,9**,8m미만,45,월세,202506,21,500,41,2016,운천로91번길,202506~202606,신규,-,,,단독다가구
8745,경상남도 진주시 상평동,1**,8m미만,30,월세,202506,21,200,20,2018,돗골로94번길,202506~202706,신규,-,,,단독다가구
8746,경상북도 영주시 휴천동,5**,8m미만,30.5,월세,202506,21,100,38,2008,지천로83번길,202506~202606,신규,-,,,단독다가구
8747,강원특별자치도 춘천시 요선동,1*,8m미만,29,월세,202506,21,500,45,2017,서부대성로44번길,202506~202606,신규,-,,,단독다가구
8748,인천광역시 서구 마전동,9**,12m미만,20,월세,202506,21,100,35,2012,완정로156번안길,202506~202606,신규,-,,,단독다가구
8749,경기도 의정부시 가능동,6**,8m미만,32.63,월세,202506,21,500,35,1994,신촌로63번길,202506~202606,신규,-,,,단독다가구
8750,경기도 오산시 원동,3**,8m미만,32.25,월세,202506,21,500,52,2017,경기대로148번길,202507~202607,갱신,-,500,52,단독다가구
8751,인천광역시 서구 경서동,7**,12m미만,19.8,월세,202506,21,100,29,2010,경서로55번길,202506~202606,신규,-,,,단독다가구
8752,경기도 오산시 원동,3**,8m미만,20,월세,202506,21,500,45,2016,경기대로148번길,202507~202607,신규,-,,,단독다가구
8753,부산광역시 연제구 연산동,6**,12m미만,82.64,월세,202506,21,"1,500",45,1970,월드컵대로46번길,202504~202604,갱신,사용,"2,500",45,단독다가구
8754,대전광역시 유성구 봉산동,2**,12m미만,25,월세,202506,21,300,40,2003,봉산로32번길,202507~202707,신규,-,,,단독다가구
8755,경기도 과천시 과천동,3**,12m미만,64.26,전세,202506,21,"44,000",0,2018,뒷골2로,202508~202708,갱신,-,"42,000",0,단독다가구
8756,부산광역시 금정구 장전동,1**,8m미만,15,월세,202506,21,500,38,2015,수림로75번길,202506~202606,신규,-,,,단독다가구
8757,대구광역시 남구 대명동,9**,25m미만,25.4,월세,202506,21,500,40,2020,안지랑로,202506~202606,신규,-,,,단독다가구
8758,대구광역시 남구 대명동,3**,8m미만,58.2,월세,202506,21,500,45,2011,자유샛길,202506~202606,신규,-,,,단독다가구
8759,강원특별자치도 원주시 관설동,1***,25m이상,33,월세,202506,21,"3,000",30,2017,,-,-,-,,,단독다가구
8760,부산광역시 동래구 명장동,1**,12m미만,24.35,월세,202506,21,500,38,2011,안락로51번길,202507~202607,신규,-,,,단독다가구
8761,강원특별자치도 원주시 관설동,1***,25m미만,41,월세,202506,21,300,40,2014,나비허리길,202507~202606,신규,-,,,단독다가구
8762,경상남도 진주시 신안동,7**,12m미만,33,월세,202506,21,"1,000",40,2006,석갑로76번길,202506~202512,신규,-,,,단독다가구
8763,부산광역시 남구 감만동,4*,8m미만,70.65,월세,202506,21,"2,000",45,1988,전선등로3번길,202506~202706,신규,-,,,단독다가구
8764,부산광역시 남구 우암동,4*,8m미만,131.9,월세,202506,21,"1,500",20,1987,유엔로38번길,202506~202706,신규,-,,,단독다가구
8765,제주특별자치도 제주시 노형동,7**,25m이상,21,월세,202506,21,150,39,2003,한라대학로,202506~202606,신규,-,,,단독다가구
8766,경상북도 경산시 계양동,6**,12m미만,25.5,월세,202506,21,500,30,2018,계양로8길,202506~202606,신규,-,,,단독다가구
8767,제주특별자치도 제주시 오라일동,2***,12m미만,26.7,월세,202506,21,200,37,2018,공설로5길,202506~202606,신규,-,,,단독다가구
8768,경기도 화성시 반송동,1**,12m미만,68,전세,202506,21,"15,750",0,2012,노작로4길,202507~202707,갱신,사용,"15,000",0,단독다가구
8769,대전광역시 서구 가수원동,7**,25m미만,28,월세,202506,21,100,35,2000,가수원로,202506~202606,신규,-,,,단독다가구
8770,제주특별자치도 제주시 노형동,3***,12m미만,30,월세,202506,21,200,35,2015,노형7길,202506~202606,신규,-,,,단독다가구
8771,울산광역시 북구 진장동,6**,-,66,월세,202506,21,500,70,,진장9길,202506~202706,신규,-,,,단독다가구
8772,경기도 의정부시 가능동,3**,8m미만,57.99,월세,202506,21,"1,000",55,1987,의정로202번길,202507~202707,신규,-,,,단독다가구
8773,경기도 광주시 양벌동,3**,8m미만,40,월세,202506,21,"1,000",50,2007,양벌로,-,-,-,,,단독다가구
8774,경상북도 경산시 계양동,1**,8m미만,27.5,월세,202506,21,200,30,2018,계양로37길,202506~202606,신규,-,,,단독다가구
8775,대전광역시 유성구 송강동,1**,12m미만,16,월세,202506,21,300,33,2017,구즉로48번길,-,-,-,,,단독다가구
8776,대전광역시 유성구 송강동,1**,12m미만,16.5,월세,202506,21,300,33,2017,구즉로48번길,202506~202606,신규,-,,,단독다가구
8777,경기도 광주시 신현동,5**,12m미만,46.93,월세,202506,21,"1,000",70,2013,새말길,202507~202707,신규,-,,,단독다가구
8778,경기도 광주시 신현동,2**,8m미만,40,월세,202506,21,"1,000",50,2012,문형산길,202506~202706,신규,-,,,단독다가구
8779,인천광역시 남동구 서창동,7**,12m미만,80,전세,202506,21,"15,000",0,2015,서창방산로168번길,202510~202710,신규,-,,,단독다가구
8780,인천광역시 남동구 서창동,5**,12m미만,19,월세,202506,21,300,38,2008,매소홀로1104번길,202506~202606,신규,-,,,단독다가구
8781,경기도 광주시 신현동,7**,12m미만,30,월세,202506,21,500,35,2004,신현로12번길,202507~202707,신규,-,,,단독다가구
8782,충청남도 아산시 온천동,2***,12m미만,40,월세,202506,21,500,45,2013,용화로48번길,202506~202606,신규,-,,,단독다가구
8783,대전광역시 중구 오류동,1**,12m미만,27,전세,202506,21,"9,000",0,2017,계룡로816번길,-,-,-,,,단독다가구
8784,대전광역시 중구 오류동,1**,12m미만,48,전세,202506,21,"11,000",0,2011,동서대로1303번길,-,-,-,,,단독다가구
8785,대전광역시 중구 오류동,1**,12m미만,48.62,전세,202506,21,"11,000",0,2011,동서대로1303번길,202507~202707,신규,-,,,단독다가구
8786,대전광역시 중구 오류동,1**,12m미만,27,전세,202506,21,"9,000",0,2017,계룡로816번길,202507~202707,신규,-,,,단독다가구
8787,대전광역시 중구 오류동,1**,12m미만,28,월세,202506,21,"2,000",40,2021,계룡로830번안길,202506~202606,신규,-,,,단독다가구
8788,대전광역시 중구 오류동,1**,8m미만,25,월세,202506,21,500,40,2019,동서대로,202506~202606,신규,-,,,단독다가구
8789,경기도 오산시 수청동,5**,12m미만,35,월세,202506,21,"1,000",49,2017,수청로8번길,202507~202607,신규,-,,,단독다가구
8790,인천광역시 미추홀구 용현동,6*,25m미만,63.69,월세,202506,21,500,80,2020,한나루로489번길,202508~202608,신규,-,,,단독다가구
8791,대구광역시 북구 대현동,2**,8m미만,25,월세,202506,21,500,39,2015,대현로3길,202507~202606,신규,-,,,단독다가구
8792,경상북도 포항시 남구 대도동,4**,8m미만,36,전세,202506,21,"6,000",0,2019,상공로18번길,-,-,-,,,단독다가구
8793,경기도 군포시 산본동,9*,8m미만,28,월세,202506,21,300,28,1987,군포로761번길,202506~202706,신규,-,,,단독다가구
8794,경상남도 김해시 율하동,1***,25m이상,30,월세,202506,21,500,40,2012,율하1로,202506~202606,신규,-,,,단독다가구
8795,경상남도 김해시 율하동,1***,12m미만,58,월세,202506,21,"1,000",50,2016,율하1로81번길,202507~202707,신규,-,,,단독다가구
8796,충청남도 천안시 동남구 봉명동,2**,8m미만,30,월세,202506,21,200,30,2015,양지1길,202506~202606,신규,-,,,단독다가구
8797,경상북도 포항시 남구 대도동,4**,8m미만,36,전세,202506,21,"6,000",0,2019,상공로18번길,-,-,-,,,단독다가구
8798,경상북도 포항시 남구 대도동,4**,8m미만,36,전세,202506,21,"6,000",0,2019,상공로18번길,-,-,-,,,단독다가구
8799,경기도 하남시 망월동,8**,25m미만,58,월세,202506,21,"20,000",40,2016,미사강변한강로158번길,202507~202707,신규,-,,,단독다가구
8800,부산광역시 연제구 연산동,6**,8m미만,100.3,월세,202506,21,"5,000",40,1975,월드컵대로92번길,202508~202708,신규,-,,,단독다가구
8801,경기도 군포시 부곡동,1***,12m미만,56.17,월세,202506,21,"3,000",90,2011,송부로221번길,202507~202707,신규,-,,,단독다가구
8802,경기도 하남시 망월동,1***,12m미만,64.1,전세,202506,21,"30,000",0,2016,미사강변북로30번길,202507~202707,신규,-,,,단독다가구
8803,부산광역시 강서구 명지동,3***,12m미만,91.54,월세,202506,21,"5,000",55,2012,명지오션시티8로42번길,202508~202708,신규,-,,,단독다가구
8804,경기도 김포시 장기동,1***,12m미만,24,전세,202506,21,"3,000",0,2010,김포한강1로78번길,202506~202706,신규,-,,,단독다가구
8805,대전광역시 동구 삼성동,3**,8m미만,167.78,월세,202506,21,500,25,1990,태전로184번길,202506~203006,신규,-,,,단독다가구
8806,인천광역시 서구 심곡동,3**,12m미만,24,월세,202506,21,200,29,2002,탁옥로86번길,202506~202706,신규,-,,,단독다가구
8807,경기도 평택시 서정동,8**,12m미만,22,월세,202506,21,150,33,2011,지장로,202507~202607,신규,-,,,단독다가구
8808,경기도 평택시 서정동,8**,12m미만,22,월세,202506,21,150,33,2011,지장로,202507~202607,신규,-,,,단독다가구
8809,울산광역시 동구 전하동,3**,8m미만,32,월세,202506,21,300,40,2012,바드래4길,202506~202606,신규,-,,,단독다가구
8810,강원특별자치도 원주시 우산동,1**,8m미만,29.16,월세,202506,21,300,30,2018,돌터1길,202506~202606,신규,-,,,단독다가구
8811,전라남도 목포시 상동,3*,8m미만,30,월세,202506,21,300,42,,백년대로307번길,202506~202606,신규,-,,,단독다가구
8812,강원특별자치도 강릉시 지변동,2**,8m미만,23.3,월세,202506,21,20,29,2001,지변길18번길,202506~202606,신규,-,,,단독다가구
8813,경기도 하남시 망월동,1***,25m미만,55,월세,202506,21,"15,000",60,2020,미사강변한강로,202507~202707,갱신,사용,"15,000",56,단독다가구
8814,경기도 파주시 목동동,7**,12m미만,59.93,전세,202506,21,"18,000",0,2018,가재울로71번길,202508~202708,신규,-,,,단독다가구
8815,경기도 구리시 인창동,5**,25m미만,19,월세,202506,21,500,35,2003,응달말로,202506~202706,신규,-,,,단독다가구
8816,경기도 김포시 장기동,1***,12m미만,23,월세,202506,21,500,33,2008,김포한강1로78번길,202506~202606,신규,-,,,단독다가구
8817,경기도 하남시 망월동,1***,25m이상,59,월세,202506,21,"15,000",55,2017,미사강변북로,202507~202707,갱신,사용,"15,000",50,단독다가구
8818,울산광역시 남구 달동,6**,12m미만,19.8,월세,202506,21,200,40,2012,신정로88번길,202506~202606,신규,-,,,단독다가구
8819,경상남도 진주시 인사동,1**,8m미만,60,월세,202506,21,"1,000",55,2016,창렬로47번길,202506~202706,신규,-,,,단독다가구
8820,경기도 안산시 단원구 고잔동,7**,12m미만,21.9,월세,202506,21,200,40,2002,이삭2길,202506~202606,신규,-,,,단독다가구
8821,부산광역시 부산진구 초읍동,2**,8m미만,37,월세,202506,21,"1,000",30,1994,성지로83번길,202507~202707,신규,-,,,단독다가구
8822,경상남도 김해시 대성동,2**,8m미만,45,월세,202506,21,500,65,2017,향교길,202506~202606,신규,-,,,단독다가구
8823,경상남도 창원시 마산회원구 구암동,*,8m미만,59.08,월세,202506,21,"2,000",30,1979,금강로,202506~202706,신규,-,,,단독다가구
8824,대전광역시 중구 문화동,2*,8m미만,36,월세,202506,21,"1,000",43,2013,보문산로369번길,202506~202606,신규,-,,,단독다가구
8825,경기도 하남시 망월동,8**,25m미만,60.92,전세,202506,21,"27,300",0,2017,미사강변한강로158번길,202509~202709,갱신,사용,"26,000",0,단독다가구
8826,경기도 하남시 망월동,8**,25m미만,59,전세,202506,21,"28,000",0,2016,미사강변한강로158번길,202508~202708,갱신,-,"25,000",0,단독다가구
8827,강원특별자치도 원주시 개운동,2**,8m미만,199.42,월세,202506,21,"2,000",50,1988,치악로,202506~202606,신규,-,,,단독다가구
8828,경기도 하남시 망월동,1***,25m미만,65,전세,202506,21,"31,000",0,2016,미사강변북로24번길,202508~202708,신규,-,,,단독다가구
8829,경기도 광주시 신현동,3**,8m미만,30,전세,202506,21,"5,000",0,2012,문형산길47번길,202507~202707,신규,-,,,단독다가구
8830,경기도 의정부시 가능동,6**,12m미만,30,전세,202506,21,"2,500",0,1990,흥선로15번길,202507~202707,신규,-,,,단독다가구
8831,경기도 평택시 신장동,2**,8m미만,73.98,월세,202506,21,"1,000",60,1982,서밀월로,202507~202707,신규,-,,,단독다가구
8832,충청남도 당진시 대덕동,1***,8m미만,21.6,월세,202506,21,500,42,,천변1길,202506~202512,신규,-,,,단독다가구
8833,울산광역시 남구 달동,1***,25m미만,22,월세,202506,21,200,50,2000,번영로124번길,202506~202606,신규,-,,,단독다가구
8834,경기도 화성시 반송동,6*,12m미만,50,전세,202506,21,"12,000",0,2015,동탄공원로1길,202507~202707,신규,-,,,단독다가구
8835,전북특별자치도 정읍시 상동,3**,8m미만,45,월세,202506,21,500,60,2014,상사3길,202507~202601,신규,-,,,단독다가구
8836,대전광역시 중구 대사동,6**,12m미만,26.44,월세,202506,21,"3,000",43,2024,문화로270번길,202506~202701,신규,-,,,단독다가구
8837,부산광역시 동구 범일동,9*,12m미만,20,월세,202506,21,300,37,2017,범곡로,202506~202512,신규,-,,,단독다가구
8838,경기도 화성시 반송동,1*,12m미만,60,월세,202506,21,"1,000",75,2014,동탄반송3길,202506~202702,신규,-,,,단독다가구
